11060,11083,WWP2,DIDO1
843,5925,CASP10,RB1
3172,8732,HNF4A,RNGTT
468,4779,ATF4,NFE2L1
1638,8573,DCT,CASK
57062,10528,DDX24,NOP56
26136,7408,TES,VASP
266747,5898,RGL4,RALA
6207,6191,RPS13,RPS4X
3588,282616,IL10RB,IFNL2
6304,7329,SATB1,UBE2I
3172,55794,HNF4A,DDX28
213,348,ALB,APOE
148170,998,CDC42EP5,CDC42
1737,84264,DLAT,HAGHL
4926,9126,NUMA1,SMC3
1468,22924,SLC25A10,MAPRE3
6636,10421,SNRPF,CD2BP2
1236,3579,CCR7,CXCR2
1649,1457,DDIT3,CSNK2A1
6927,1823,HNF1A,DSC1
8988,3316,HSPB3,HSPB2
8667,8894,EIF3H,EIF2S2
2580,8615,GAK,USO1
5436,2967,POLR2G,GTF2H3
10818,2885,FRS2,GRB2
29760,30011,BLNK,SH3KBP1
523,9114,ATP6V1A,ATP6V0D1
9615,1739,GDA,DLG1
2261,11039,FGFR3,GUSBP14
9669,6233,EIF5B,RPS27A
7507,2961,XPA,GTF2E2
1663,57609,DDX11,DIP2B
6720,7329,SREBF1,UBE2I
6222,6191,RPS18,RPS4X
1616,7048,DAXX,TGFBR2
5430,10978,POLR2A,CLP1
23650,80705,TRIM29,TSGA10
7431,5317,VIM,PKP1
3672,3688,ITGA1,ITGB1
2897,9456,GRIK1,HOMER1
10262,51585,SF3B4,PCF11
6601,51603,SMARCC2,EEF1AKNMT
6173,6132,RPL36A,RPL8
1232,2268,CCR3,FGR
3172,79922,HNF4A,MRM1
7157,7298,TP53,TYMS
8881,6498,CDC16,SKIL
6634,6635,SNRPD3,SNRPE
4001,5579,LMNB1,PRKCB
2539,8517,G6PD,IKBKG
7750,23199,ZMYM2,GSE1
1856,80125,DVL2,CCDC33
84445,84528,LZTS2,RHOXF2
1105,6749,CHD1,SSRP1
8243,9785,SMC1A,DHX38
941,9308,CD80,CD83
10241,79088,CALCOCO2,ZNF426
3172,1965,HNF4A,EIF2S1
4627,6672,MYH9,SP100
402,23568,ARL2,ARL2BP
3646,6203,EIF3E,RPS9
1268,2769,CNR1,GNA15
3172,92211,HNF4A,CDHR1
5163,8813,PDK1,DPM1
10762,9631,NUP50,NUP155
1759,10399,DNM1,RACK1
5436,10291,POLR2G,SF3A1
8861,4009,LDB1,LMX1A
712,1378,C1QA,CR1
6208,8894,RPS14,EIF2S2
5195,112950,PEX14,MED8
894,1026,CCND2,CDKN1A
939,3586,CD27,IL10
7783,7784,ZP2,ZP3
54550,55758,NECAB2,RCOR3
5159,5155,PDGFRB,PDGFB
23421,23647,ITGB3BP,ARFIP2
64332,4790,NFKBIZ,NFKB1
1436,5156,CSF1R,PDGFRA
23246,54552,BOP1,GNL3L
55339,11244,WDR33,ZHX1
1839,7704,HBEGF,ZBTB16
4670,83759,HNRNPM,RBM4B
6271,6284,S100A1,S100A13
7164,57590,TPD52L1,WDFY1
4670,219541,HNRNPM,MED19
5441,10621,POLR2L,POLR3F
4831,9669,NME2,EIF5B
6122,6125,RPL3,RPL5
2768,53637,GNA12,S1PR5
2895,2901,GRID2,GRIK5
23020,51585,SNRNP200,PCF11
3621,6205,ING1,RPS11
7329,79753,UBE2I,SNIP1
55740,54538,ENAH,ROBO4
10095,10092,ARPC1B,ARPC5
2932,10023,GSK3B,FRAT1
5433,3190,POLR2D,HNRNPK
8725,55929,URI1,DMAP1
7341,7155,SUMO1,TOP2B
1938,6228,EEF2,RPS23
6192,6168,RPS4Y1,RPL37A
6128,4691,RPL6,NCL
6597,6773,SMARCA4,STAT2
3178,5725,HNRNPA1,PTBP1
10575,58,CCT4,ACTA1
27141,1149,CIDEB,CIDEA
2577,64396,GAGE5,GMCL2
1634,2335,DCN,FN1
3020,11198,H3-3A,SUPT16H
3172,26610,HNF4A,ELP4
998,6010,CDC42,RHO
2208,3560,FCER2,IL2RB
6175,6157,RPLP0,RPL27A
3552,3554,IL1A,IL1R1
5431,83443,POLR2B,SF3B5
4839,55131,NOP2,RBM28
3725,7533,JUN,YWHAH
5610,8575,EIF2AK2,PRKRA
8125,6310,ANP32A,ATXN1
4929,55188,NR4A2,RIC8B
8408,11337,ULK1,GABARAP
23451,3192,SF3B1,HNRNPU
5126,8535,PCSK2,CBX4
5094,9939,PCBP2,RBM8A
3172,3032,HNF4A,HADHB
1386,7534,ATF2,YWHAZ
586,4706,BCAT1,NDUFAB1
6228,6139,RPS23,RPL17
3608,23217,ILF2,ZFR2
3175,259,ONECUT1,AMBP
51582,51699,AZIN1,VPS29
3692,23649,EIF6,POLA2
6432,10992,SRSF7,SF3B2
1870,5933,E2F2,RBL1
7556,8805,ZNF10,TRIM24
1385,2353,CREB1,FOS
1027,5925,CDKN1B,RB1
57453,260425,DSCAML1,MAGI3
6611,6723,SMS,SRM
22948,51503,CCT5,CWC15
3576,6374,CXCL8,CXCL5
1780,83658,DYNC1I1,DYNLRB1
6927,7917,HNF1A,BAG6
6154,25885,RPL26,POLR1A
2710,2820,GK,GPD2
6171,6210,RPL41,RPS15A
6651,6895,SON,TARBP2
5914,6258,RARA,RXRG
3692,64318,EIF6,NOC3L
9442,80306,MED27,MED28
613,2260,BCR,FGFR1
9442,9439,MED27,MED23
3192,6428,HNRNPU,SRSF3
3175,55706,ONECUT1,NDC1
7533,3757,YWHAH,KCNH2
3172,55709,HNF4A,KBTBD4
3842,6125,TNPO1,RPL5
3149,4627,HMGB3,MYH9
2868,2492,GRK4,FSHR
3636,6464,INPPL1,SHC1
3320,2064,HSP90AA1,ERBB2
4528,4830,MTIF2,NME1
875,4143,CBS,MAT1A
3091,405,HIF1A,ARNT
196,1509,AHR,CTSD
10992,8106,SF3B2,PABPN1
3604,7185,TNFRSF9,TRAF1
9400,1937,RECQL5,EEF1G
6188,6829,RPS3,SUPT5H
801,5475,CALM1,PPEF1
26156,84916,RSL1D1,UTP4
1616,7913,DAXX,DEK
3172,84263,HNF4A,HSDL2
1005,1004,CDH7,CDH6
3190,11338,HNRNPK,U2AF2
1655,10521,DDX5,DDX17
2900,2901,GRIK4,GRIK5
8940,79797,TOP3B,ZNF408
2775,2768,GNAO1,GNA12
2919,5473,CXCL1,PPBP
55226,84135,NAT10,UTP15
10912,983,GADD45G,CDK1
3172,80119,HNF4A,PIF1
2070,4850,EYA4,CNOT4
160,10928,AP2A1,RALBP1
10922,11030,FASTK,RBPMS
1938,6155,EEF2,RPL27
1477,11338,CSTF1,U2AF2
10611,22998,PDLIM5,LIMCH1
5705,8678,PSMC5,BECN1
6671,6667,SP4,SP1
3815,5296,KIT,PIK3R2
5281,7422,PIGF,VEGFA
672,7283,BRCA1,TUBG1
355,5783,FAS,PTPN13
988,6633,CDC5L,SNRPD2
2521,4904,FUS,YBX1
5272,2634,SERPINB9,GBP2
6204,6232,RPS10,RPS27
5201,55349,PFDN1,CHDH
367,6776,AR,STAT5A
2272,7329,FHIT,UBE2I
1785,51386,DNM2,EIF3L
6651,7205,SON,TRIP6
2965,6921,GTF2H1,ELOC
6884,2068,TAF13,ERCC2
2068,5432,ERCC2,POLR2C
81620,4171,CDT1,MCM2
1856,11267,DVL2,SNF8
51317,23186,PHF21A,RCOR1
3172,4048,HNF4A,LTA4H
10907,3183,TXNL4A,HNRNPC
6331,6640,SCN5A,SNTA1
5432,54363,POLR2C,HAO1
1822,7431,ATN1,VIM
2290,3225,FOXG1,HOXC9
51660,70,MPC1,ACTC1
7043,10494,TGFB3,STK25
9669,6124,EIF5B,RPL4
5435,6875,POLR2F,TAF4B
5985,5111,RFC5,PCNA
6165,6171,RPL35A,RPL41
51340,51362,CRNKL1,CDC40
3172,54386,HNF4A,TERF2IP
6154,6203,RPL26,RPS9
6139,6129,RPL17,RPL7
1460,2138,CSNK2B,EYA1
6135,6136,RPL11,RPL12
5688,3091,PSMA7,HIF1A
3190,22916,HNRNPK,NCBP2
6136,51121,RPL12,RPL26L1
6579,28234,SLCO1A2,SLCO1B3
904,5432,CCNT1,POLR2C
5432,11161,POLR2C,ERG28
5692,5721,PSMB4,PSME2
3965,51150,LGALS9,SDF4
1745,1749,DLX1,DLX5
27033,2176,ZBTB32,FANCC
55734,9094,ZFP64,UNC119
10488,10513,CREB3,APPBP2
2935,7181,GSPT1,NR2C1
2908,6777,NR3C1,STAT5B
53826,7157,FXYD6,TP53
3191,10236,HNRNPL,HNRNPR
3673,550,ITGA2,AUP1
1295,30008,COL8A1,EFEMP2
2224,9533,FDPS,POLR1C
1437,3557,CSF2,IL1RN
2629,5660,GBA,PSAP
6188,1973,RPS3,EIF4A1
5671,55603,PSG3,TENT5A
3172,9255,HNF4A,AIMP1
4093,8544,SMAD9,PIR
6222,7311,RPS18,UBA52
1124,222019,CHN2,
328,8930,APEX1,MBD4
51282,54925,SCAND1,ZSCAN32
84164,57549,ASCC2,IGSF9
7957,9852,EPM2A,EPM2AIP1
3572,5008,IL6ST,OSM
11065,29882,UBE2C,ANAPC2
6144,116832,RPL21,RPL39L
51053,9491,GMNN,PSMF1
9294,2776,S1PR2,GNAQ
5394,10519,EXOSC10,CIB1
5771,8440,PTPN2,NCK2
7046,9070,TGFBR1,ASH2L
6136,9349,RPL12,RPL23
23136,79004,EPB41L3,CUEDC2
5433,8106,POLR2D,PABPN1
867,6714,CBL,SRC
720,1471,C4A,CST3
3235,51135,HOXD9,IRAK4
1612,5595,DAPK1,MAPK3
29903,11161,CCDC106,ERG28
6187,23521,RPS2,RPL13A
924,5714,CD7,PSMD8
1477,6633,CSTF1,SNRPD2
6886,6667,TAL1,SP1
1585,1583,CYP11B2,CYP11A1
2963,10946,GTF2F2,SF3A3
7046,283629,TGFBR1,TSSK4
3172,11148,HNF4A,HHLA2
6289,6290,SAA2,SAA3P
4193,6302,MDM2,TSPAN31
64425,9533,POLR1E,POLR1C
339855,91156,KY,IGFN1
1399,2057,CRKL,EPOR
9699,7533,RIMS2,YWHAH
2621,6462,GAS6,SHBG
55274,333,PHF10,APLP1
2975,2972,GTF3C1,BRF1
6192,1965,RPS4Y1,EIF2S1
2109,5710,ETFB,PSMD4
6187,6232,RPS2,RPS27
8669,8663,EIF3J,EIF3C
54927,64400,CHCHD3,AKTIP
8975,6702,USP13,SPRR2C
3172,22823,HNF4A,MTF2
8850,4654,KAT2B,MYOD1
6135,86781,RPL11,RPS2P7
2197,6132,FAU,RPL8
3109,3122,HLA-DMB,HLA-DRA
9551,9001,ATP5MF,HAP1
6829,55176,SUPT5H,SEC61A2
8243,6633,SMC1A,SNRPD2
5438,6427,POLR2I,SRSF2
367,2962,AR,GTF2F1
4067,5921,LYN,RASA1
1453,2697,CSNK1D,GJA1
3565,3561,IL4,IL2RG
26354,51154,GNL3,MRTO4
595,9610,CCND1,RIN1
999,6135,CDH1,RPL11
5162,22982,PDHB,DIP2C
6169,6207,RPL38,RPS13
4706,124359,NDUFAB1,CDYL2
27123,4040,DKK2,LRP6
2004,6929,ELK3,TCF3
7464,10009,CORO2A,ZBTB33
51138,10987,COPS4,COPS5
1270,3589,CNTF,IL11
6188,6233,RPS3,RPS27A
5437,5439,POLR2H,POLR2J
3569,6772,IL6,STAT1
55262,23585,MAP11,TMEM50A
2130,10007,EWSR1,GNPDA1
1660,9128,DHX9,PRPF4
8087,26999,FXR1,CYFIP2
3818,3486,KLKB1,IGFBP3
6161,11224,RPL32,RPL35
2335,6189,FN1,RPS3A
990,5716,CDC6,PSMD10
1801,6232,DPH1,RPS27
3939,10060,LDHA,ABCC9
6187,51121,RPS2,RPL26L1
5439,3190,POLR2J,HNRNPK
5892,7516,RAD51D,XRCC2
3065,8726,HDAC1,EED
1938,6210,EEF2,RPS15A
1869,3065,E2F1,HDAC1
27040,10750,LAT,GRAP
27314,51552,RAB30,RAB14
6206,6207,RPS12,RPS13
3091,7422,HIF1A,VEGFA
6927,3700,HNF1A,ITIH4
81,1308,ACTN4,COL17A1
79047,2029,KCTD15,ENSA
1019,1032,CDK4,CDKN2D
5686,5711,PSMA5,PSMD5
3106,4277,HLA-B,MICB
1477,6627,CSTF1,SNRPA1
6209,8668,RPS15,EIF3I
5451,2959,POU2F1,GTF2B
9861,51053,PSMD6,GMNN
8061,10363,FOSL1,HMG20A
9188,6203,DDX21,RPS9
3416,2908,IDE,NR3C1
3315,6772,HSPB1,STAT1
3191,6426,HNRNPL,SRSF1
3930,57050,LBR,UTP3
6899,6926,TBX1,TBX3
55802,150465,DCP1A,TTL
1230,1237,CCR1,CCR8
3592,3593,IL12A,IL12B
10923,1478,SUB1,CSTF2
3577,6372,CXCR1,CXCL6
663,10488,BNIP2,CREB3
3066,23186,HDAC2,RCOR1
6198,6194,RPS6KB1,RPS6
1398,8471,CRK,IRS4
7534,9402,YWHAZ,GRAP2
1386,4088,ATF2,SMAD3
1742,9229,DLG4,DLGAP1
4582,2589,MUC1,GALNT1
6878,6884,TAF6,TAF13
4036,1740,LRP2,DLG2
8243,6627,SMC1A,SNRPA1
2963,6431,GTF2F2,SRSF6
6154,2622,RPL26,GAS8
3172,84221,HNF4A,SPATC1L
2335,4691,FN1,NCL
6128,6168,RPL6,RPL37A
7253,7252,TSHR,TSHB
3181,10946,HNRNPA2B1,SF3A3
3184,10914,HNRNPD,PAPOLA
6637,10236,SNRPG,HNRNPR
3185,10291,HNRNPF,SF3A1
3188,51362,HNRNPH2,CDC40
2862,51738,MLNR,GHRL
3688,3964,ITGB1,LGALS8
10817,2885,FRS3,GRB2
6152,6154,RPL24,RPL26
25970,3643,SH2B1,INSR
9778,54978,KIAA0232,SLC35F6
6879,2967,TAF7,GTF2H3
999,1830,CDH1,DSG3
28227,6714,PPP2R3B,SRC
5901,86781,RAN,RPS2P7
6144,25873,RPL21,RPL36
5431,2967,POLR2B,GTF2H3
5688,5714,PSMA7,PSMD8
8841,22948,HDAC3,CCT5
6223,6168,RPS19,RPL37A
10262,10291,SF3B4,SF3A1
6142,6155,RPL18A,RPL27
466,1459,ATF1,CSNK2A2
226,229,ALDOA,ALDOB
2107,6201,ETF1,RPS7
1964,6235,EIF1AX,RPS29
7570,7580,ZNF22,ZNF32
55914,4089,ERBIN,SMAD4
3172,8813,HNF4A,DPM1
5997,5578,RGS2,PRKCA
81873,10093,ARPC5L,ARPC4
2057,8835,EPOR,SOCS2
10445,138046,MCRS1,RALYL
3172,3680,HNF4A,ITGA9
9785,10482,DHX38,NXF1
1739,65993,DLG1,MRPS34
22826,5439,DNAJC8,POLR2J
11098,51399,PRSS23,TRAPPC4
10523,6635,CHERP,SNRPE
307255,4258,,MGST2
2353,6908,FOS,TBP
5591,7486,PRKDC,WRN
2739,10999,GLO1,SLC27A4
3866,83878,KRT15,USHBP1
6993,55798,DYNLT1,METTL2B
1993,3187,ELAVL2,HNRNPH1
2444,9046,FRK,DOK2
6602,55193,SMARCD1,PBRM1
9330,171568,GTF3C3,POLR3H
4809,7307,SNU13,U2AF1
6188,8894,RPS3,EIF2S2
6218,6170,RPS17,RPL39
843,842,CASP10,CASP9
6123,51727,RPL3L,CMPK1
51069,86781,MRPL2,RPS2P7
26156,55127,RSL1D1,HEATR1
56896,2242,DPYSL5,FES
8496,8499,PPFIBP1,PPFIA2
79101,9001,TAF1D,HAP1
1056,7184,CEL,HSP90B1
7531,3757,YWHAE,KCNH2
5609,9479,MAP2K7,MAPK8IP1
4089,10140,SMAD4,TOB1
815,4217,CAMK2A,MAP3K5
3172,4547,HNF4A,MTTP
6827,2068,SUPT4H1,ERCC2
10295,1738,BCKDK,DLD
2962,3183,GTF2F1,HNRNPC
2534,355,FYN,FAS
6193,6229,RPS5,RPS24
1019,595,CDK4,CCND1
5777,1500,PTPN6,CTNND1
23658,27257,LSM5,LSM1
185,8520,AGTR1,HAT1
3009,83740,H1-5,H2AB3
7225,6714,TRPC6,SRC
5663,5664,PSEN1,PSEN2
8411,57403,EEA1,RAB22A
203068,10419,TUBB,PRMT5
3609,5359,ILF3,PLSCR1
4140,9512,MARK3,PMPCB
5274,5327,SERPINI1,PLAT
6222,8664,RPS18,EIF3D
9939,10482,RBM8A,NXF1
10291,6667,SF3A1,SP1
5879,4843,RAC1,NOS2
51554,6370,ACKR4,CCL25
6203,51179,RPS9,HAO2
7046,5533,TGFBR1,PPP3CC
3172,65057,HNF4A,ACD
3364,5810,HUS1,RAD1
5747,6401,PTK2,SELE
5725,6432,PTBP1,SRSF7
11176,8467,BAZ2A,SMARCA5
3693,4651,ITGB5,MYO10
5437,4670,POLR2H,HNRNPM
2963,25920,GTF2F2,NELFB
6168,6130,RPL37A,RPL7A
5440,10291,POLR2K,SF3A1
22826,24148,DNAJC8,PRPF6
7046,1021,TGFBR1,CDK6
5431,5725,POLR2B,PTBP1
11201,26994,POLI,RNF11
984,81605,CDK11B,URM1
11128,29927,POLR3A,SEC61A1
28952,84062,CCDC22,DTNBP1
896,1875,CCND3,E2F5
2316,7186,FLNA,TRAF2
6416,1326,MAP2K4,MAP3K8
10614,5970,HEXIM1,RELA
25771,54808,TBC1D22A,DYM
55823,9482,VPS11,STX8
55274,9869,PHF10,SETDB1
9759,7704,HDAC4,ZBTB16
5264,10040,PHYH,TOM1L1
64601,8417,VPS16,STX7
3728,56998,JUP,CTNNBIP1
5684,5715,PSMA3,PSMD9
6194,6218,RPS6,RPS17
6210,10775,RPS15A,POP4
9314,6667,KLF4,SP1
5111,6573,PCNA,SLC19A1
8178,2966,ELL,GTF2H2
5717,29117,PSMD11,BRD7
940,3567,CD28,IL5
51602,24140,NOP58,FTSJ1
4633,4653,MYL2,MYOC
6159,6229,RPL29,RPS24
6171,6222,RPL41,RPS18
51616,54675,TAF9B,CRLS1
6224,6173,RPS20,RPL36A
2958,5441,GTF2A2,POLR2L
4314,5008,MMP3,OSM
6142,6168,RPL18A,RPL37A
3741,3742,KCNA5,KCNA6
5048,6249,PAFAH1B1,CLIP1
80781,1514,COL18A1,CTSL
1736,8672,DKC1,EIF4G3
4736,9045,RPL10A,RPL14
5976,10236,UPF1,HNRNPR
12,1506,SERPINA3,CTRL
27101,6277,CACYBP,S100A6
1786,5111,DNMT1,PCNA
4111,6776,MAGEA12,STAT5A
10295,29880,BCKDK,ALG5
468,11219,ATF4,TREX2
718,2638,C3,GC
51608,5347,GET4,PLK1
2147,5104,F2,SERPINA5
3172,9463,HNF4A,PICK1
988,5515,CDC5L,PPP2CA
6164,11224,RPL34,RPL35
6625,11051,SNRNP70,NUDT21
2146,23649,EZH2,POLA2
901,5894,CCNG2,RAF1
27087,5788,B3GAT1,PTPRC
6844,9218,VAMP2,VAPA
6188,9349,RPS3,RPL23
1969,5295,EPHA2,PIK3R1
29894,10421,CPSF1,CD2BP2
23450,55660,SF3B3,PRPF40A
1974,6206,EIF4A2,RPS12
6430,10914,SRSF5,PAPOLA
4580,6449,MTX1,SGTA
6235,29927,RPS29,SEC61A1
940,958,CD28,CD40
3267,8766,AGFG1,RAB11A
1404,176,HAPLN1,ACAN
2203,9513,FBP1,FXR2
3679,3695,ITGA7,ITGB7
5080,57047,PAX6,PLSCR2
6165,6229,RPL35A,RPS24
1660,5434,DHX9,POLR2E
5693,5713,PSMB5,PSMD7
10912,9842,GADD45G,PLEKHM1
6392,54727,SDHD,
894,5111,CCND2,PCNA
890,4175,CCNA2,MCM6
857,5770,CAV1,PTPN1
5439,8175,POLR2J,SF3A2
3725,25920,JUN,NELFB
6191,8662,RPS4X,EIF3B
182,4853,JAG1,NOTCH2
6227,7458,RPS21,EIF4H
595,902,CCND1,CCNH
5690,9491,PSMB2,PSMF1
6634,6429,SNRPD3,SRSF4
10564,10565,ARFGEF2,ARFGEF1
10807,1107,ENTR1,CHD3
199745,9869,THAP8,SETDB1
6191,10289,RPS4X,EIF1B
8553,11244,BHLHE40,ZHX1
79797,64753,ZNF408,CCDC136
10327,54512,AKR1A1,EXOSC4
1047,51091,CLGN,SEPSECS
10250,26019,SRRM1,UPF2
3172,25840,HNF4A,METTL7A
832,5764,CAPZB,PTN
9933,10153,PUM3,CEBPZ
1942,1937,EFNA1,EEF1G
439,124583,GET3,CANT1
2870,28964,GRK6,GIT1
2902,2906,GRIN1,GRIN2D
90678,6258,LRSAM1,RXRG
1535,1536,CYBA,CYBB
429,6925,ASCL1,TCF4
5093,6635,PCBP1,SNRPE
6616,80725,SNAP25,SRCIN1
54938,1915,SARS2,EEF1A1
5439,2073,POLR2J,ERCC5
990,5721,CDC6,PSME2
1959,1961,EGR2,EGR4
5434,23450,POLR2E,SF3B3
4185,8745,ADAM11,ADAM23
27106,55040,ARRDC2,EPN3
182,3714,JAG1,JAG2
1378,721,CR1,C4B
815,3706,CAMK2A,ITPKA
868,30011,CBLB,SH3KBP1
2904,10399,GRIN2B,RACK1
8900,147011,CCNA1,PROCA1
3716,8660,JAK1,IRS2
2965,2071,GTF2H1,ERCC3
121536,138046,AEBP2,RALYL
32,22982,ACACB,DIP2C
5563,5565,PRKAA2,PRKAB2
6303,7280,SAT1,TUBB2A
5686,5704,PSMA5,PSMC4
6745,5764,SSR1,PTN
6421,10594,SFPQ,PRPF8
9188,22974,DDX21,TPX2
3753,50488,KCNE1,MINK1
5454,10084,POU3F2,PQBP1
641,7014,BLM,TERF2
4809,4904,SNU13,YBX1
5536,1408,PPP5C,CRY2
6165,6218,RPL35A,RPS17
3693,3685,ITGB5,ITGAV
9402,3937,GRAP2,LCP2
64857,998,PLEKHG2,CDC42
5602,7157,MAPK10,TP53
990,5699,CDC6,PSMB10
2107,6188,ETF1,RPS3
595,7157,CCND1,TP53
6154,6208,RPL26,RPS14
8786,8787,RGS11,RGS9
1264,5592,CNN1,PRKG1
5431,1022,POLR2B,CDK7
29883,7832,CNOT7,BTG2
10285,10131,SMNDC1,TRAP1
4085,23400,MAD2L1,ATP13A2
55122,84708,AKIRIN2,LNX1
3134,10859,HLA-F,LILRB1
3172,5704,HNF4A,PSMC4
64400,220988,AKTIP,HNRNPA3
1410,126393,CRYAB,HSPB6
7022,7157,TFAP2C,TP53
5934,2972,RBL2,BRF1
6143,11224,RPL19,RPL35
5211,9945,PFKL,GFPT2
5737,5730,PTGFR,PTGDS
51096,134430,UTP18,WDR36
10891,3054,PPARGC1A,HCFC1
5308,7547,PITX2,ZIC3
3702,867,ITK,CBL
7051,6406,TGM1,SEMG1
5921,394,RASA1,ARHGAP5
2962,4904,GTF2F1,YBX1
939,943,CD27,TNFRSF8
4221,4790,MEN1,NFKB1
3190,6629,HNRNPK,SNRPB2
1488,8204,CTBP2,NRIP1
3172,10162,HNF4A,LPCAT3
6138,6129,RPL15,RPL7
3460,3716,IFNGR2,JAK1
5425,10714,POLD2,POLD3
6874,2068,TAF4,ERCC2
3737,4192,KCNA2,MDK
5694,5691,PSMB6,PSMB3
10273,4354,STUB1,MPP1
4089,84085,SMAD4,FBXO30
1499,2064,CTNNB1,ERBB2
6430,10992,SRSF5,SF3B2
23506,57685,BICRAL,CACHD1
4036,1600,LRP2,DAB1
439,51148,GET3,CERCAM
329,27429,BIRC2,HTRA2
4318,1282,MMP9,COL4A1
7046,8312,TGFBR1,AXIN1
6878,6873,TAF6,TAF2
2138,6299,EYA1,SALL1
904,5439,CCNT1,POLR2J
4582,2885,MUC1,GRB2
8804,5933,CREG1,RBL1
5602,8567,MAPK10,MADD
9734,8841,HDAC9,HDAC3
6188,1965,RPS3,EIF2S1
3172,126014,HNF4A,OSCAR
3065,64426,HDAC1,SUDS3
6317,1513,SERPINB3,CTSK
9482,9341,STX8,VAMP3
6119,10714,RPA3,POLD3
667,55914,DST,ERBIN
10574,10576,CCT7,CCT2
8500,8541,PPFIA1,PPFIA3
55824,5777,PAG1,PTPN6
153,6457,ADRB1,SH3GL3
8819,8932,SAP30,MBD2
10992,6136,SF3B2,RPL12
10015,10268,PDCD6IP,RAMP3
5047,5069,PAEP,PAPPA
8192,337990,CLPP,
1445,3190,CSK,HNRNPK
3065,7090,HDAC1,TLE3
7409,1794,VAV1,DOCK2
10181,8683,RBM5,SRSF9
51678,2512,MPP6,FTL
3192,1642,HNRNPU,DDB1
3280,4851,HES1,NOTCH1
414,416,ARSD,ARSF
54805,54938,CNNM2,SARS2
219,4329,ALDH1B1,ALDH6A1
3172,5686,HNF4A,PSMA5
2191,5164,FAP,PDK2
5422,6118,POLA1,RPA2
3172,28956,HNF4A,LAMTOR2
203068,3309,TUBB,HSPA5
1994,8615,ELAVL1,USO1
6134,6173,RPL10,RPL36A
51121,6157,RPL26L1,RPL27A
55758,23186,RCOR3,RCOR1
4088,9728,SMAD3,SECISBP2L
6118,57562,RPA2,CEP126
6210,8661,RPS15A,EIF3A
6139,6161,RPL17,RPL32
1948,2048,EFNB2,EPHB2
3725,4609,JUN,MYC
79622,6636,SNRNP25,SNRPF
661,6618,POLR3D,SNAPC2
5682,7431,PSMA1,VIM
79050,219541,NOC4L,MED19
10362,6634,HMG20B,SNRPD3
51727,140801,CMPK1,RPL10L
10907,6636,TXNL4A,SNRPF
5431,6637,POLR2B,SNRPG
81628,84080,TSC22D4,ENKD1
369,8533,ARAF,COPS3
284615,51124,ANKRD34A,IER3IP1
6161,6224,RPL32,RPS20
6908,2961,TBP,GTF2E2
5441,6625,POLR2L,SNRNP70
5347,9493,PLK1,KIF23
1912,54968,PHC2,TMEM70
914,3689,CD2,ITGB2
7163,7164,TPD52,TPD52L1
140290,10608,TCP10L,MXD4
7150,1457,TOP1,CSNK2A1
6455,25864,SH3GL1,ABHD14A
4734,9146,NEDD4,HGS
5454,6664,POU3F2,SOX11
1191,5444,CLU,PON1
22803,23404,XRN2,EXOSC2
56940,6416,DUSP22,MAP2K4
3175,11214,ONECUT1,AKAP13
2668,4908,GDNF,NTF3
1747,1750,DLX3,DLX6
2197,8894,FAU,EIF2S2
808,55870,CALM3,ASH1L
5300,27292,PIN1,DIMT1
4351,5238,MPI,PGM3
6176,7280,RPLP1,TUBB2A
6233,6157,RPS27A,RPL27A
4036,9479,LRP2,MAPK8IP1
10060,1387,ABCC9,CREBBP
5441,6617,POLR2L,SNAPC1
55272,79954,IMP3,NOL10
3866,7251,KRT15,TSG101
10486,55660,CAP2,PRPF40A
3178,9939,HNRNPA1,RBM8A
10181,10236,RBM5,HNRNPR
5711,5701,PSMD5,PSMC2
26227,60626,PHGDH,RIC8A
898,6597,CCNE1,SMARCA4
6136,6232,RPL12,RPS27
5430,1478,POLR2A,CSTF2
6176,9349,RPLP1,RPL23
10142,5576,AKAP9,PRKAR2A
3685,5747,ITGAV,PTK2
2968,9150,GTF2H4,CTDP1
1634,1284,DCN,COL4A2
58508,23054,KMT2C,NCOA6
8202,1387,NCOA3,CREBBP
23433,57120,RHOQ,GOPC
2214,7535,FCGR3A,ZAP70
9604,8031,RNF14,NCOA4
958,6347,CD40,CCL2
3172,27095,HNF4A,TRAPPC3
54622,6132,ARL15,RPL8
6616,8676,SNAP25,STX11
4301,5906,AFDN,RAP1A
5362,57214,PLXNA2,CEMIP
1660,27316,DHX9,RBMX
9771,22808,RAPGEF5,MRAS
27095,51399,TRAPPC3,TRAPPC4
23028,23186,KDM1A,RCOR1
11140,367,CDC37,AR
8774,26056,NAPG,RAB11FIP5
5230,23438,PGK1,HARS2
60412,11336,EXOC4,EXOC3
238,3718,ALK,JAK3
83878,284058,USHBP1,KANSL1
26986,2332,PABPC1,FMR1
5966,2959,REL,GTF2B
9055,83878,PRC1,USHBP1
87,3189,ACTN1,HNRNPH3
5725,8106,PTBP1,PABPN1
2230,440275,FDX1,EIF2AK4
6143,9045,RPL19,RPL14
10181,8106,RBM5,PABPN1
1432,9402,MAPK14,GRAP2
6618,171568,SNAPC2,POLR3H
2243,2147,FGA,F2
7535,7277,ZAP70,TUBA4A
8607,219541,RUVBL1,MED19
7170,7171,TPM3,TPM4
11128,84265,POLR3A,POLR3GL
2067,5434,ERCC1,POLR2E
351,4088,APP,SMAD3
